BUILDER,House ID,DATE_BUILT,DATE_PRICED,LOCATION,DST_DOCK,DST_CAPITAL,DST_MARKET,DST_TOWER,DST_RIVER,DST_KNIGHT_HS,FRNT_FARM_SZ,GARDEN,RENOVATION,TREE,KING_VISIT,CURSE,N_BED,N_BATH,N_DINING,N_BLESS,DAY_BUILT,MONTH_BUILT,YEAR_BUILT,TIME_BUILT,DAY_PRICED,MONTH_PRICED,YEAR_PRICED,TIME_PRICED,Golden Grains
The_Ollivers,6e331148,-11549008828.0,-11366225668.0,Servant's Premises,31.107677000000002,66.64951500000001,30.585943,86.094011,12.144633,77.397778,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,3.0,93,11,1,1604,0353,26,10,1609,1659,1225408.0
The_Ollivers,6e3311a6,-11571249508.0,-11436348208.0,King's Landing,13.334801,129.8047,66.223412,35.109691,14.068862,140.46321,1,0.0,0.0,1.0,0,,3.0,3.0,4.0,30,28,4,1603,1755,7,8,1607,0230,1127552.0
The_Ollivers,6e33122a,-11622281428.0,-11339927008.0,Cursed Land,84.722002,20.309635999999998,,267.110854,0.348321,31.273133,1,0.0,0.0,1.0,0,0.0,3.0,,3.0,140,15,9,1601,0223,27,8,1610,0210,1312884.0
The_Ollivers,6e33137d,-11577653848.0,-11343601348.0,The Mountains,20.678945000000002,97.338594,12.763488,77.635407,11.944768,107.530179,0,,0.0,1.0,1,0.0,4.0,4.0,2.0,63,13,2,1603,1456,15,7,1610,1331,1155720.0
The_Ollivers,6e3313f6,-11513201548.0,-11374302208.0,Servant's Premises,6.240495,25.80371,,99.30795,8.097107000000001,36.300227,1,0.0,0.0,1.0,0,0.0,2.0,2.0,2.0,134,28,2,1605,1421,25,7,1609,0530,1419528.0
The_Ollivers,6e33141e,-11578061788.0,-11369386888.0,The Mountains,4.285528,18.938736,26.704751,27.692411,55.164138,29.7159,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,3.0,141,8,2,1603,2137,20,9,1609,0252,1503957.0
The_Ollivers,6e33144b,-11519341168.0,-11404863628.0,The Mountains,7.419906,10.281206,2.0368720000000002,214.75571499999998,16.138485,20.685437,1,0.0,0.0,1.0,0,0.0,4.0,3.0,4.0,150,19,12,1604,1254,5,8,1608,1213,1637303.0
The_Ollivers,6e331463,-11645446708.0,-11441107828.0,The Mountains,45.755342,63.737947,50.163584,14.231773,37.452895,74.379315,-1,0.0,0.0,1.0,0,,4.0,4.0,4.0,96,20,12,1600,2335,13,6,1607,0023,1319733.0
The_Ollivers,6e33147a,-11591338888.0,-11404388488.0,The Mountains,86.670397,151.011278,43.320516999999995,38.259602,35.808425,161.37678799999998,1,0.0,0.0,1.0,0,0.0,2.0,4.0,4.0,9,8,9,1602,0532,11,8,1608,0012,900986.0
The_Ollivers,6e33149d,-11667482248.0,-11291960608.0,Servant's Premises,2.323155,4.302047,73.181471,116.364313,3.336961,14.416174,-1,0.0,0.0,,0,1.0,3.0,3.0,3.0,156,9,4,1600,2236,4,3,1612,0610,1345214.0
The_Ollivers,6e3314b4,-11596237768.0,-11329292548.0,The Mountains,132.447968,74.695042,57.503071999999996,133.844908,34.832665999999996,84.695782,-1,0.0,0.0,,0,0.0,,2.0,3.0,85,13,7,1602,1244,28,12,1610,0411,994736.0
The_Ollivers,6e3314cd,-11637120928.0,-11270336848.0,King's Landing,22.460136,103.63550699999999,76.623965,124.50575,53.88043100000001,113.993967,1,0.0,0.0,1.0,0,0.0,3.0,3.0,2.0,56,27,3,1601,0818,9,11,1612,1246,1010410.0
The_Ollivers,6e331504,-11643614848.0,-11293699168.0,The Mountains,22.746831,18.254112,,67.281924,37.443096000000004,28.863445000000002,1,0.0,0.0,0.0,0,1.0,,3.0,2.0,142,11,1,1601,0426,13,2,1612,0314,1350943.0
The_Ollivers,6e33153e,-11480107408.0,-11353073128.0,The Mountains,14.36938,65.118227,121.90740600000001,157.49709,12.548875,75.991809,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,4.0,95,18,3,1606,1510,27,3,1610,2228,1203381.0
The_Ollivers,6e331542,-11651177488.0,-11318777008.0,The Mountains,50.281136,15.671378,,194.789551,16.213323000000003,26.659662,-1,,0.0,1.0,0,0.0,2.0,3.0,2.0,144,15,10,1600,1542,28,4,1611,2110,1317654.0
The_Ollivers,6e331563,-11649679048.0,-11290257268.0,The Mountains,44.192881,53.996339,81.63323000000001,107.522158,33.727179,64.881576,-1,0.0,,1.0,0,0.0,3.0,2.0,2.0,106,1,11,1600,2356,23,3,1612,2319,1153919.0
The_Ollivers,6e331619,-11637105448.0,-11334892228.0,,60.947953000000005,49.349284999999995,14.807604000000001,136.281982,33.638139,60.331964,-1,0.0,0.0,1.0,0,0.0,3.0,2.0,3.0,111,27,3,1601,1236,24,10,1610,0843,1268095.0
The_Ollivers,6e33161b,-11491626088.0,-11382838168.0,The Mountains,4.11011,54.640099,111.28798799999998,2.544348,27.428432,64.81589100000001,1,,0.0,1.0,0,0.0,3.0,4.0,3.0,105,5,11,1605,0732,17,4,1609,1024,1352080.0
The_Ollivers,6e331673,-11464739728.0,-11303764588.0,The Mountains,33.226696000000004,30.726568,23.520913,238.62442599999997,0.0379,41.611225,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,3.0,129,12,9,1606,1158,19,10,1611,1517,1441122.0
The_Ollivers,6e3316b1,-11520327628.0,-11346092068.0,The Mountains,22.808443,49.629765,67.79421500000001,119.701847,49.743589,59.73433299999999,1,0.0,0.0,1.0,0,0.0,2.0,2.0,,110,8,12,1604,0253,16,6,1610,1739,1254073.0
The_Ollivers,6e3316e2,-11498050828.0,-11344126288.0,The Mountains,,37.037397999999996,14.278613,1.057691,89.951761,47.195036,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,,123,22,8,1605,2253,9,7,1610,1142,1357327.0
The_Ollivers,6e3317aa,-11600632528.0,-11365168168.0,The Mountains,134.836783,24.209948999999998,101.196085,47.485428999999996,17.711497,35.032697999999996,-1,0.0,1.0,0.0,0,1.0,4.0,3.0,2.0,136,23,5,1602,1558,7,11,1609,2244,1299867.0
The_Ollivers,6e3317b5,-11496637108.0,-11332900948.0,Servant's Premises,14.094226,20.445293,47.496809000000006,63.860003000000006,6.778694000000001,31.279483000000003,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,3.0,140,8,9,1605,0735,16,11,1610,0951,1497295.0
The_Ollivers,6e331801,-11578595068.0,-11382172048.0,King's Landing,34.985765,11.760161,36.541253999999995,138.70791499999999,33.429748,21.849033,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,4.0,148,2,2,1603,1729,25,4,1609,0326,1535052.0
The_Ollivers,6e3318ec,-11665024408.0,-11340496948.0,Cursed Land,106.44814199999999,6.673455000000001,59.83691700000001,5.105842,88.508605,16.680943,-1,0.0,1.0,1.0,0,0.0,4.0,2.0,3.0,153,8,5,1600,0920,20,8,1610,1151,1327299.0
The_Ollivers,6e331960,-11455496788.0,-11282608888.0,Cursed Land,1.264667,39.295528000000004,12.725422,101.582801,2.742291,50.082764000000005,-1,0.0,0.0,,0,,2.0,2.0,3.0,121,28,12,1606,1127,20,6,1612,1152,1301280.0
The_Ollivers,6e331a24,-11570374888.0,-11427683008.0,The Mountains,13.946064999999999,63.237475,94.409337,63.15256,13.36687,74.010273,-1,0.0,0.0,1.0,0,0.0,4.0,,3.0,97,8,5,1603,2052,15,11,1607,0930,1298932.0
The_Ollivers,6e331a9b,-11553220768.0,-11319253708.0,The Mountains,10.076,51.646209999999996,54.148267000000004,192.05207099999998,58.475122,61.76965500000001,0,,0.0,1.0,1,0.0,2.0,3.0,3.0,108,23,11,1603,0954,23,4,1611,0845,1190139.0
The_Ollivers,6e331ae9,-11620380028.0,-11286769168.0,Servant's Premises,30.209849,16.642260999999998,,11.749439,16.520126,27.133227,-1,0.0,0.0,1.0,0,0.0,2.0,4.0,3.0,143,7,10,1601,0233,3,5,1612,0814,1388667.0
The_Ollivers,6e331afd,-11483734648.0,-11362219888.0,The Mountains,24.952231,143.747889,,209.335023,26.400911999999998,154.686754,-1,0.0,0.0,1.0,0,0.0,,4.0,4.0,16,4,2,1606,1536,12,12,1609,0142,914784.0
The_Ollivers,6e331b56,-11553685348.0,-11403303748.0,Cursed Land,,23.157629999999997,17.810253,201.391418,41.293304,33.456447999999995,-1,0.0,1.0,1.0,0,0.0,3.0,4.0,4.0,137,18,11,1603,0051,23,8,1608,1331,1393992.0
The_Ollivers,6e331b95,-11554308448.0,-11284816648.0,The Mountains,4.883709,77.413073,,,48.311578000000004,88.284853,0,,0.0,,1,0.0,2.0,4.0,2.0,83,10,11,1603,1946,25,5,1612,2236,1036897.0
The_Ollivers,6e331bc5,-11566042108.0,-11321951608.0,The Mountains,,104.479823,7.0239899999999995,46.928406,44.215813,115.289147,-1,0.0,1.0,1.0,0,0.0,2.0,4.0,2.0,56,28,6,1603,0025,23,3,1611,0320,1047705.0
The_Ollivers,6e331c22,-11667534148.0,-11397219388.0,The Mountains,1.023231,2.7495540000000003,,175.526142,38.208997,12.947956,-1,0.0,0.0,,0,0.0,4.0,3.0,4.0,157,9,4,1600,0811,1,11,1608,2337,1466271.0
The_Ollivers,6e331c2e,-11538891808.0,-11451791968.0,Servant's Premises,,47.760011,57.338901,21.665041,87.16301,58.230954000000004,-1,0.0,0.0,1.0,0,0.0,3.0,2.0,3.0,112,7,5,1604,0610,9,2,1607,0834,1283477.0
The_Ollivers,6e331c8d,-11466917728.0,-11387963788.0,The Mountains,12.078835,104.24206,65.25321,5.963430000000001,49.094413,115.05483600000001,-1,0.0,0.0,1.0,0,0.0,4.0,3.0,3.0,56,18,8,1606,0658,17,2,1609,0237,1168226.0
The_Ollivers,6e331d4c,-11586525628.0,-11267332168.0,The Mountains,14.281335,51.542516,80.579541,132.02561699999998,31.920082,62.057862,0,,0.0,1.0,1,0.0,4.0,4.0,3.0,108,2,11,1602,2233,14,12,1612,0724,1237514.0
The_Ollivers,6e331d9d,-11653557388.0,-11340180028.0,The Mountains,43.365149,61.919526,21.398818,190.136098,85.13606700000001,72.052126,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,4.0,98,18,9,1600,0237,24,8,1610,0353,1201161.0
The_Ollivers,6e331da5,-11577589048.0,-11450431768.0,The Mountains,99.270113,26.634164000000002,59.870598,149.379747,8.282577,37.346790999999996,-1,0.0,1.0,1.0,0,0.0,2.0,3.0,3.0,133,14,2,1603,0856,25,2,1607,0224,1357034.0
The_Ollivers,6e331ebd,-11502569788.0,-11342776348.0,,16.858148,67.87443,4.112592,59.314873,20.5758,78.059042,-1,0.0,0.0,1.0,0,0.0,4.0,4.0,4.0,92,1,7,1605,1537,25,7,1610,0241,1387850.0
The_Ollivers,6e331ec8,-11656399228.0,-11266964188.0,The Mountains,17.670370000000002,27.367433000000002,7.256836,22.113135,22.556484,38.026298,-1,0.0,0.0,1.0,0,0.0,2.0,3.0,4.0,133,16,8,1600,0513,18,12,1612,1337,1411526.0
The_Ollivers,6e331f4d,-11492943028.0,-11448695668.0,The Mountains,77.91131899999999,,,118.17920600000001,2.319363,,-1,,,,0,1.0,2.0,3.0,4.0,74,21,10,1605,0143,17,3,1607,0439,1288417.0
The_Ollivers,6e331f68,-11648822428.0,-11298921088.0,Servant's Premises,9.621095,54.397211,59.264706000000004,264.955238,27.865752,64.42533900000001,-1,0.0,,1.0,0,0.0,3.0,2.0,2.0,106,11,11,1600,2153,14,12,1611,1642,1128511.0
The_Ollivers,6e331f7b,-11640572008.0,-11361439588.0,Cursed Land,50.25529,23.828319,52.44305799999999,55.28853,10.011561,34.672885,-1,0.0,1.0,1.0,0,0.0,3.0,2.0,2.0,136,15,2,1601,0940,21,12,1609,0227,1323563.0
The_Ollivers,6e331f82,-11470798468.0,-11307241648.0,The Mountains,18.688259,57.818897,91.972533,5.785773000000001,68.29401899999999,68.391825,-1,0.0,0.0,1.0,0,0.0,2.0,4.0,4.0,102,4,7,1606,0859,9,9,1611,0926,1249502.0
The_Ollivers,6e331fd9,-11507639488.0,-11270713348.0,,3.092568,47.65828,110.290403,197.73926,59.022743999999996,58.102848,-1,0.0,1.0,1.0,0,0.0,3.0,2.0,,112,3,5,1605,2322,5,11,1612,0411,1172682.0
The_Ollivers,6e331ff2,-11630082268.0,-11441423968.0,The Mountains,,121.41001399999999,134.18790900000002,16.569615,11.257057000000001,131.89849099999998,-1,0.0,0.0,,0,1.0,2.0,4.0,2.0,39,16,6,1601,1929,9,6,1607,0834,834997.0
The_Ollivers,6e332000,-11581143808.0,-11297755768.0,The Mountains,,135.365671,39.901759999999996,64.14508000000001,36.137685,146.263781,1,0.0,1.0,0.0,0,1.0,2.0,2.0,4.0,25,4,1,1603,0530,28,12,1611,0424,922412.0
The_Ollivers,6e33204f,-11529900628.0,-11398348948.0,,11.703724000000001,93.464978,44.764378,79.812977,22.794038,104.320581,-1,,0.0,1.0,0,0.0,4.0,2.0,4.0,67,19,8,1604,0743,19,10,1608,2151,1236754.0
The_Ollivers,6e3320b5,-11589938128.0,-11308435588.0,Servant's Premises,123.226569,98.45699,0.534471,24.364349,39.757296999999994,108.747118,1,,0.0,0.0,0,1.0,2.0,3.0,,62,24,9,1602,1038,26,8,1611,1347,1004126.0
The_Ollivers,6e3320f5,-11557384108.0,-11413622428.0,Cursed Land,9.331605999999999,2.096946,89.007251,168.377543,16.065820000000002,12.573215,0,,0.0,1.0,1,0.0,2.0,2.0,2.0,158,6,10,1603,0525,26,4,1608,0313,1367242.0
The_Ollivers,6e332109,-11663668588.0,-11280582028.0,Cursed Land,,50.772816999999996,52.78709,72.325994,38.178908,61.677581,1,0.0,,1.0,0,0.0,2.0,2.0,3.0,109,24,5,1600,0157,13,7,1612,2253,1161481.0
The_Ollivers,6e332117,-11488918228.0,-11303590708.0,King's Landing,57.781987,6.618578,13.575291,32.457048,4.223897,16.681173,-1,0.0,0.0,1.0,0,0.0,3.0,,3.0,153,6,12,1605,1543,21,10,1611,1535,1604414.0
The_Ollivers,6e33212d,-11638192648.0,-11295710428.0,Servant's Premises,34.486032,51.024969,54.503187,3.903525,29.442415000000004,61.328555,0,,0.0,1.0,1,0.0,3.0,4.0,4.0,109,14,3,1601,2236,20,1,1612,2033,1256439.0
The_Ollivers,6e3321d7,-11667048088.0,-11352160768.0,The Mountains,25.435191,12.524816,3.271903,81.49723399999999,22.904432,22.621368,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,2.0,147,14,4,1600,2312,7,4,1610,1154,1461649.0
The_Ollivers,6e3321f6,-11514825388.0,-11352233908.0,Servant's Premises,57.374915,15.833595,17.792099,9.457692,62.398866000000005,26.437217999999998,1,0.0,1.0,1.0,0,0.0,3.0,2.0,3.0,144,9,2,1605,1917,6,4,1610,1535,1479691.0
The_Ollivers,6e332203,-11460965788.0,-11379676228.0,The Mountains,24.174152,,68.456972,93.60914,22.601541,,-1,,0.0,1.0,0,0.0,4.0,2.0,,74,26,10,1606,0417,24,5,1609,0043,1362735.0
The_Ollivers,6e332230,-11649105148.0,-11370721348.0,King's Landing,10.565078999999999,37.581720000000004,18.497529999999998,217.25645699999998,36.545268,47.749902,1,0.0,0.0,1.0,0,0.0,4.0,3.0,3.0,122,8,11,1600,1521,4,9,1609,1611,1432805.0
The_Ollivers,6e33227e,-11574823228.0,-11330741008.0,,68.424441,74.37118000000001,81.220199,16.141284,48.690915999999994,84.51954599999999,-1,0.0,1.0,1.0,0,0.0,3.0,4.0,3.0,86,18,3,1603,0913,11,12,1610,0950,1147721.0
The_Ollivers,6e332293,-11669454688.0,-11436453568.0,,0.9406950000000001,37.672748999999996,,52.277846999999994,15.961491,48.314171,0,,0.0,1.0,1,0.0,2.0,2.0,3.0,122,18,3,1600,0242,5,8,1607,2114,1345950.0
The_Ollivers,6e3322b3,-11530692628.0,-11268448168.0,The Mountains,5.680445,3.402182,96.551857,80.795222,25.544913,13.760321,-1,0.0,0.0,1.0,0,0.0,4.0,4.0,2.0,157,10,8,1604,0343,1,12,1612,0924,1474032.0
The_Ollivers,6e3322c0,-11597087908.0,-11295999088.0,Servant's Premises,0.134426,11.191461,6.190748999999999,152.52396299999998,26.275996999999997,21.801309,-1,0.0,0.0,1.0,0,0.0,4.0,3.0,2.0,149,3,7,1602,1635,17,1,1612,1222,1462387.0
The_Ollivers,6e3322d0,-11662808308.0,-11432115448.0,King's Landing,43.42905,78.086809,84.567044,110.400631,28.864595,88.698856,-1,0.0,0.0,1.0,0,,4.0,3.0,,82,3,6,1600,0055,25,9,1607,0216,1180935.0
The_Ollivers,6e3322e8,-11595608608.0,-11270271688.0,,0.876358,14.946976000000001,35.319218,113.658273,44.675567,25.808938,-1,0.0,0.0,1.0,0,0.0,4.0,4.0,4.0,145,20,7,1602,1930,10,11,1612,0652,1483096.0
The_Ollivers,6e3322fd,-11544234928.0,-11398276708.0,The Mountains,7.933557,4.754828,30.242596999999996,50.779907,23.961295,14.857064999999999,1,0.0,0.0,,0,,4.0,3.0,2.0,155,6,3,1604,0958,20,10,1608,1755,1556804.0
The_Ollivers,6e332392,-11529791668.0,-11396051788.0,The Mountains,8.180555,10.848887,38.322778,40.569761,14.373576000000002,21.225648,1,,,1.0,0,0.0,4.0,3.0,4.0,149,20,8,1604,1359,15,11,1608,1157,1649545.0
The_Ollivers,6e3323a8,-11489250808.0,-11375303848.0,The Mountains,24.632254999999997,38.83979,67.104548,14.869691,7.12113,48.888046,1,0.0,0.0,0.0,0,1.0,4.0,3.0,3.0,121,2,12,1605,1920,13,7,1609,1516,1470187.0
The_Ollivers,6e3323c1,-11579701288.0,-11308401268.0,The Mountains,51.823963,29.985803999999998,28.104244,73.79081500000001,46.223618,40.95596,0,,0.0,,1,0.0,3.0,4.0,3.0,130,20,1,1603,2212,26,8,1611,2319,1291564.0
The_Ollivers,6e3323ce,-11457859048.0,-11417280028.0,King's Landing,145.286343,35.564381,66.407781,134.592864,28.550219,46.426331,-1,0.0,0.0,1.0,0,0.0,3.0,4.0,2.0,124,1,12,1606,0316,14,3,1608,1913,1351669.0
The_Ollivers,6e3323f6,-11554773988.0,-11330852488.0,King's Landing,2.102507,6.459642,16.327962,150.47384,9.123691,16.805142,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,,154,5,11,1603,1027,10,12,1610,0252,1526188.0
The_Ollivers,6e33245b,-11520800428.0,-11415687508.0,The Mountains,9.493925,8.439881,14.090978,76.293971,39.592845000000004,18.44416,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,2.0,152,2,12,1604,1533,2,4,1608,0535,1574812.0
The_Ollivers,6e33248f,-11457486328.0,-11367860068.0,Servant's Premises,76.438582,21.162948999999998,112.291646,133.682859,44.824051000000004,31.777791999999998,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,3.0,139,5,12,1606,1048,7,10,1609,1859,1295690.0
The_Ollivers,6e3324b1,-11537020828.0,-11439919528.0,The Mountains,72.850137,11.694945,2.228774,141.586965,31.290146999999997,22.045807,0,,0.0,1.0,1,0.0,2.0,2.0,2.0,148,28,5,1604,2153,26,6,1607,1828,1438592.0
The_Ollivers,6e3324c3,-11491689688.0,-11292613348.0,The Mountains,6.099166,39.23123,,104.519183,18.884913,49.354123,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,3.0,121,4,11,1605,1352,25,2,1612,1651,1384651.0
The_Ollivers,6e33254d,-11652735688.0,-11408418448.0,,23.1264,65.342004,72.31160200000001,272.735503,33.116794,75.680286,-1,,1.0,1.0,0,0.0,3.0,2.0,3.0,95,27,9,1600,1452,25,6,1608,0846,1146692.0
The_Ollivers,6e3325a3,-11498721388.0,-11365330468.0,The Mountains,17.672069,0.725534,1.8689360000000002,21.685763,32.479596,11.352892,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,4.0,159,15,8,1605,0437,6,11,1609,0139,1676372.0
The_Ollivers,6e332619,-11474642368.0,-11327173708.0,King's Landing,18.504273,101.321934,27.276132,92.463963,39.211515000000006,111.68743899999998,-1,,0.0,1.0,0,0.0,2.0,4.0,4.0,59,20,5,1606,2114,21,1,1611,1645,1179802.0
The_Ollivers,6e332668,-11456639848.0,-11383428448.0,Servant's Premises,6.996569999999999,101.455275,,109.410817,12.001316000000001,111.55304199999999,1,,0.0,1.0,0,0.0,2.0,3.0,4.0,59,15,12,1606,0556,10,4,1609,1426,1173064.0
The_Ollivers,6e332725,-11512457668.0,-11374883668.0,The Mountains,5.129079,66.736896,17.50142,85.641421,77.485602,76.920301,-1,0.0,0.0,,0,0.0,2.0,2.0,2.0,93,9,3,1605,0459,18,7,1609,1159,1152885.0
The_Ollivers,6e332733,-11510287348.0,-11347912648.0,,4.219789,4.348625,,137.859749,23.188298,14.763539999999999,-1,0.0,0.0,0.0,0,1.0,2.0,3.0,4.0,156,3,4,1605,0751,26,5,1610,1556,1507674.0
The_Ollivers,6e33274b,-11534992648.0,-11433534028.0,King's Landing,,12.171736,1.6399290000000002,2.652415,5.27604,22.32766,0,,0.0,0.0,1,1.0,4.0,4.0,2.0,148,21,6,1604,0916,8,9,1607,1613,1616529.0
The_Ollivers,6e3327fc,-11614746988.0,-11415211348.0,King's Landing,28.194182,31.936007,46.43578,76.512493,13.707339000000001,42.566601,0,,0.0,1.0,1,0.0,2.0,3.0,3.0,128,11,12,1601,0717,7,4,1608,1751,1408205.0
The_Ollivers,6e33280e,-11646689488.0,-11437492108.0,The Mountains,0.472897,45.702135999999996,,61.912565,29.673284000000002,56.036466000000004,1,0.0,0.0,0.0,0,1.0,2.0,4.0,2.0,114,6,12,1600,1422,24,7,1607,2045,1318104.0
The_Ollivers,6e332810,-11542770328.0,-11439246628.0,The Mountains,,59.217611,78.617333,14.573232,5.776496,69.366856,-1,0.0,0.0,1.0,0,,,4.0,4.0,101,23,3,1604,0848,4,7,1607,1323,1323045.0
The_Ollivers,6e33282b,-11665533688.0,-11452804168.0,King's Landing,40.180087,109.053808,78.43521,236.273583,16.813466000000002,119.17651799999999,1,0.0,0.0,1.0,0,0.0,3.0,4.0,4.0,51,2,5,1600,1152,28,1,1607,1524,1089771.0
The_Ollivers,6e332831,-11530606108.0,-11414643628.0,Servant's Premises,56.132375,20.103414,11.310616,106.96531,5.643862,30.567565000000002,-1,0.0,0.0,1.0,0,0.0,4.0,3.0,4.0,140,11,8,1604,0345,14,4,1608,0733,1541382.0
The_Ollivers,6e33283d,-11608797808.0,-11370699268.0,The Mountains,25.216069,114.419397,32.791014000000004,169.70899599999998,65.009827,125.28360900000001,-1,0.0,0.0,1.0,0,0.0,2.0,2.0,4.0,46,18,2,1602,0350,4,9,1609,2219,976394.0
The_Ollivers,6e3328b9,-11645951248.0,-11271908068.0,The Mountains,6.05738,87.954256,31.149390000000004,14.212837,37.351701,98.858325,1,0.0,0.0,1.0,0,0.0,4.0,3.0,4.0,72,15,12,1600,0326,22,10,1612,0819,1221605.0
The_Ollivers,6e332940,-11576373448.0,-11373290428.0,Cursed Land,46.741407,17.426787,65.10284899999999,111.56029699999999,7.6605300000000005,27.861673,-1,0.0,0.0,,0,0.0,3.0,3.0,2.0,143,28,2,1603,1036,5,8,1609,2233,1300600.0
The_Ollivers,6e3329da,-11533791988.0,-11447018728.0,The Mountains,137.953435,24.092492,,69.971869,7.733573,35.048334000000004,1,0.0,,0.0,0,1.0,2.0,2.0,,136,5,7,1604,0647,5,4,1607,1428,1377873.0
The_Ollivers,6e332a29,-11641374268.0,-11432316808.0,Servant's Premises,33.115279,67.59354499999999,,127.69718200000001,16.833462,77.809661,-1,0.0,0.0,1.0,0,0.0,4.0,3.0,,92,6,2,1601,0249,22,9,1607,1820,1212503.0
The_Ollivers,6e332ad9,-11516841748.0,-11389105168.0,The Mountains,24.375475,90.335375,22.388551,89.27447099999999,33.178715000000004,100.361815,1,,0.0,1.0,0,0.0,2.0,2.0,2.0,70,17,1,1605,1111,3,2,1609,2134,1172607.0
The_Ollivers,6e332ae3,-11612302168.0,-11449499068.0,Servant's Premises,38.07759,45.775201,74.789276,150.435239,8.909488,56.327938,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,4.0,114,8,1,1602,1424,7,3,1607,2129,1314083.0
The_Ollivers,6e332b31,-11461382848.0,-11418391648.0,Cursed Land,69.801283,32.804961,2.097616,60.946496999999994,36.421337,43.676119,1,,0.0,1.0,0,0.0,2.0,4.0,3.0,127,21,10,1606,0826,1,3,1608,2226,1421158.0
The_Ollivers,6e332b92,-11517278488.0,-11432729308.0,The Mountains,2.009433,43.512227,30.736778,99.07956899999999,15.15487,53.809541,-1,0.0,0.0,1.0,0,0.0,2.0,4.0,3.0,116,12,1,1605,0952,17,9,1607,2345,1410501.0
The_Ollivers,6e332bd5,-11667628588.0,-11270867188.0,,9.062304,95.341219,92.689704,34.747797999999996,39.170421999999995,106.33991599999999,-1,0.0,0.0,,0,0.0,,4.0,4.0,65,8,4,1600,0557,3,11,1612,0927,964653.0
The_Ollivers,6e332c4f,-11500475848.0,-11284727848.0,King's Landing,20.161296,19.869235,3.043891,233.50332999999998,12.04349,29.948473999999997,-1,0.0,0.0,1.0,0,0.0,4.0,2.0,4.0,140,25,7,1605,2116,26,5,1612,2316,1552473.0
The_Ollivers,6e332c5d,-11556930028.0,-11314966948.0,The Mountains,109.694946,54.461366000000005,21.530482,130.786755,0.535914,64.999847,-1,0.0,0.0,1.0,0,0.0,2.0,4.0,3.0,106,11,10,1603,1133,11,6,1611,2331,1244699.0
The_Ollivers,6e332c65,-11628074368.0,-11324056348.0,Servant's Premises,23.640237,69.082193,0.9284889999999999,70.710676,78.199298,79.871566,1,0.0,1.0,1.0,0,0.0,4.0,4.0,4.0,91,10,7,1601,0114,26,2,1611,1841,1264566.0
The_Ollivers,6e332c7e,-11623186648.0,-11374519348.0,,51.030702000000005,20.490470000000002,64.45514200000001,,41.937778,30.581439000000003,1,0.0,0.0,1.0,0,0.0,3.0,4.0,2.0,140,4,9,1601,1456,22,7,1609,1711,1386153.0
The_Ollivers,6e332cbd,-11522904988.0,-11396809828.0,,32.279209,10.575374,31.944471999999998,160.66178,57.640197,20.883745,-1,0.0,0.0,,0,,3.0,2.0,4.0,149,8,11,1604,0657,6,11,1608,1723,1437189.0
The_Ollivers,6e332d1e,-11528759908.0,-11373637348.0,Cursed Land,52.383070000000004,79.856284,1.2870469999999998,35.541371999999996,70.94198399999999,90.735327,-1,0.0,1.0,1.0,0,0.0,3.0,2.0,3.0,80,1,9,1604,1235,1,8,1609,2211,1155839.0
The_Ollivers,6e332d94,-11577722968.0,-11406054928.0,The Mountains,18.004779,8.96233,,36.745098,11.081118,19.729004,-1,,1.0,,0,0.0,2.0,3.0,4.0,151,12,2,1603,1944,22,7,1608,1718,1480825.0
The_Ollivers,6e332dac,-11579630128.0,-11424421948.0,King's Landing,23.586198,7.674536,26.672404999999998,24.763161,3.5293980000000005,17.775791,1,0.0,0.0,0.0,0,1.0,3.0,4.0,,152,21,1,1603,1758,23,12,1607,0321,1617899.0
The_Ollivers,6e332e50,-11563901008.0,-11390853508.0,The Mountains,14.936448,25.548427,45.410737,168.780669,16.903729000000002,35.883993,-1,0.0,0.0,1.0,0,0.0,3.0,3.0,3.0,134,22,7,1603,1910,14,1,1609,1555,1429361.0
The_Ollivers,6e332e58,-11628137908.0,-11382572248.0,The Mountains,8.37373,81.542229,34.967079,56.982251,8.678102,91.680959,-1,0.0,0.0,1.0,0,0.0,,4.0,3.0,78,9,7,1601,0735,20,4,1609,1216,1197846.0
The_Ollivers,6e332e61,-11515158568.0,-11384925208.0,Servant's Premises,15.97879,109.275178,98.657648,107.08115,18.339551999999998,119.35797,-1,0.0,1.0,1.0,0,0.0,4.0,,4.0,51,5,2,1605,2244,24,3,1609,0640,1081339.0
