ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE
5727,2015-09-16 11:24:20,13.022988,77.496809,12.980314,77.524778,bus,,,13,7,16.88
5728,2015-11-24 11:40:11,12.912942,80.201663,12.996254,80.15354,Bus,,,8,13,23.61
5729,2016-04-19 07:06:20,12.989402,77.47157,12.951536,77.529035,bus,,,46,33,33.79
5730,2015-08-22 14:51:12,13.037215,77.574165,12.875142,77.6656,Taxi AC,14.0,18.0,4,35,434.68
5731,2015-04-05 04:09:12,22.689172,88.390172,22.543999,88.391398,Auto Rickshaw,,,51,48,754.54
5732,2015-08-05 00:46:29,12.998275,77.461987,13.114332,77.718312,Auto rickshaw,,,20,32,344.57
5733,2015-12-28 15:22:45,22.704664,88.397352,22.700763,88.438241,ac bus,,,15,11,40.41
5734,2016-10-12 12:07:46,,,22.483394,88.406459,mini bus,,,28,43,39.19
5735,2015-08-18 19:30:52,28.727177,77.103321,28.715385,77.144434,taxi Non Ac,28.0,0.0,36,43,895.86
5736,2015-05-17 07:22:55,19.187114,72.873342,19.09813,72.861426,Bus,,,6,25,42.98
5737,2016-02-15 23:38:14,22.693267,88.398199,22.459339,88.436524,Metro,,,61,36,39.25
5738,2015-07-11 08:58:45,13.141326,80.147737,13.077586,80.216888,Ac Bus,,,2,25,37.63
5739,2015-09-17 09:31:27,28.60112,77.047832,28.59717,77.174027,Metro,,,5,18,38.61
5740,2015-03-02 09:35:49,28.646043,77.104031,28.683593,77.025807,Taxi AC,16.0,18.0,12,25,617.31
5741,2015-02-26 01:01:38,12.87264,77.49008,12.965643,77.496312,Metro,,,55,39,34.51
5742,2016-02-02 09:21:01,28.670909,77.024941,28.638032,77.137946,Auto rickshaw,,,47,31,459.39
5743,2016-12-26 03:50:32,13.13635,80.168449,12.910401,80.252805,mini Bus,,,4,45,32.03
5744,2016-08-28 13:50:00,25.313982,83.012834,25.281928,82.993802,bus,,,57,29,60.31
5745,2015-10-18 00:18:46,22.692828,88.426905,22.479653,88.395967,Metro,,,61,43,39.85
5746,2016-10-10 06:40:31,13.050332,77.587159,13.104126,77.683061,bus,,,29,21,36.12
5747,2015-09-07 17:24:10,13.167007,80.18417,13.054892,80.186531,Ac Bus,,,28,22,49.32
5748,2015-09-23 13:43:06,28.74309,77.138238,28.703032,77.047328,Taxi Non AC,16.0,11.0,68,39,855.23
5749,2015-03-11 20:39:41,28.738795,77.092169,28.582804,77.054372,Taxi AC,5.0,14.0,41,34,855.3
5750,2015-07-09 03:37:49,13.061988,77.665873,13.085058,77.547419,Bus,,,0,17,30.44
5751,2015-10-21 23:00:35,19.19655,72.864478,19.050833,72.883441,Taxi Non AC,28.0,16.0,16,44,798.25
5752,2015-12-20 05:28:54,13.090207,77.54769,13.003339,77.499737,Metro,,,75,43,34.18
5753,2016-11-06 19:44:00,22.700986,88.397017,22.516967,88.432894,AC bus,,,62,47,47.62
5754,2016-12-01 22:07:00,19.189902,72.861915,19.232925,72.868367,AC Bus,,,52,30,68.26
5755,2015-08-03 20:20:13,22.583049,88.401506,22.593047,88.390475,Bus,,,48,76,32.55
5756,2016-07-06 00:31:40,22.646723,88.439187,22.504052,88.445761,Bus,,,56,48,32.79
5757,2015-08-08 20:23:18,12.862282,77.663783,12.940248,77.637452,Mini Bus,,,42,23,34.52
5758,2016-06-05 23:54:47,13.074552,77.509182,13.006217,77.660346,bus,,,88,48,28.09
5759,2015-06-21 10:51:15,13.193243,80.159839,13.042568,80.138999,Taxi Non AC,20.0,17.0,36,43,1734.0
5760,2016-06-16 12:23:39,12.934827,80.189248,13.132137,80.136852,taxi non Ac,11.0,0.0,43,33,337.99
5761,2015-09-17 23:52:04,13.036786,80.174361,13.079482,80.237503,Taxi Non AC,24.0,14.0,37,47,509.95
5762,2015-10-27 15:37:35,19.180633,72.873889,19.034389,72.877576,Metro,,,7,24,36.78
5763,2015-12-24 09:58:56,19.091833,72.837208,19.188173,72.866045,AC Bus,,,14,16,65.27
5764,2015-08-09 11:27:31,19.09998,72.868116,19.154487,72.8565,Metro,,,45,47,59.04
5765,2016-11-27 14:51:07,22.576254,88.42291,22.535818,88.386529,Ac Bus,,,12,39,63.18
5766,2016-11-26 00:51:03,19.033307,72.883068,,,bus,,,6,13,39.56
5767,2015-06-01 10:44:46,19.102296,72.867302,19.072078,72.865779,Auto Rickshaw,,,14,28,337.71
5768,2016-05-08 16:40:00,28.589535,77.200661,28.652158,76.996557,Bus,,,28,38,71.79
5769,2016-03-01 03:46:05,25.328229,82.982772,25.296502,82.996793,AC bus,,,4,24,74.69
5770,2016-08-19 22:46:08,22.735465,88.421055,22.552848,88.446191,Taxi AC,25.0,16.0,82,47,821.6
5771,2015-07-02 16:06:01,22.62084,88.451572,22.614361,88.423283,Auto rickshaw,,,0,5,39.8
5772,2016-08-18 12:07:18,19.041386,72.879417,19.08406,72.880629,metro,,,7,32,45.67
5773,2016-05-08 08:33:46,25.299524,82.971457,25.341015,82.989564,mini Bus,,,13,14,70.68
5774,2015-07-21 19:25:21,22.605725,88.402725,22.641464,88.40157,Taxi Non AC,26.0,2.0,51,44,556.58
5775,2015-04-04 17:32:05,28.598227,77.161963,28.740593,77.12847,taxi Non Ac,14.0,4.0,30,46,943.01
5776,2015-07-13 00:31:25,19.04783,72.870984,19.087235,72.847931,Ac Bus,,,22,38,83.3
5777,2016-04-19 15:57:51,25.337998,82.987191,25.355498,83.013108,Mini Bus,,,50,42,65.91
5778,2015-06-14 21:45:30,25.325543,82.9649,25.336458,83.003102,bus,,,24,15,56.13
5779,2015-10-02 14:14:54,28.620536,77.233101,28.574102,76.997011,Ac Bus,,,39,41,71.93
5780,2016-11-11 10:30:06,12.982675,80.238534,12.969728,80.183327,Bus,,,17,11,21.45
5781,2015-04-23 00:53:11,28.635505,77.161462,28.659827,77.025637,bus,,,42,36,69.18
5782,2016-05-02 23:31:08,28.75488,77.188607,28.642198,77.004267,taxi non Ac,2.0,7.0,3,40,897.78
5783,2016-08-16 17:43:06,19.166707,72.876967,19.106414,72.853149,metro,,,54,39,55.12
5784,2016-06-05 12:08:54,12.994343,80.176295,12.925739,80.169226,Taxi AC,19.0,9.0,70,38,463.04
5785,2016-05-04 04:40:30,,,19.09832,72.85061,mini bus,,,13,19,70.67
5786,2015-04-22 22:34:01,13.043426,77.521073,12.868445,77.464131,metro,,,9,36,32.79
5787,2016-02-18 14:18:15,22.670995,88.417998,22.548329,88.430657,bus,,,0,16,34.44
5788,2015-08-03 07:55:03,22.695349,88.447139,22.457663,88.433263,mini Bus,,,14,34,54.21
5789,2016-01-20 13:44:43,19.182064,72.864136,19.018948,72.843825,Mini bus,,,48,27,59.65
5790,2015-07-09 19:34:46,22.615124,88.441452,22.658078,88.377579,bus,,,18,27,33.23
5791,2016-06-02 22:11:38,19.058812,72.849284,19.14324,72.850464,metro,,,21,25,37.04
5792,2016-05-23 04:50:05,13.028121,80.252643,12.974218,80.160229,Auto Rickshaw,,,51,41,521.22
5793,2016-12-16 06:18:31,28.650489,77.169445,28.739534,77.033712,AUTO RICKSHAW,,,55,34,740.08
5794,2016-07-06 11:27:53,12.897536,77.500316,,,Bus,,,12,26,27.67
5795,2015-10-27 08:47:30,25.334654,83.009632,25.285497,82.986397,Taxi AC,11.0,19.0,23,16,460.14
5796,2015-11-07 03:01:44,,,22.708455,88.447203,AUTO RICKSHAW,,,23,16,182.86
5797,2015-02-07 15:12:13,19.041175,72.865418,19.169763,72.841736,Metro,,,10,47,58.73
5798,2015-09-23 22:23:16,13.172051,80.132939,12.982139,80.173055,taxi non ac,8.0,12.0,33,31,339.18
5799,2016-05-04 20:31:04,25.33231,83.001814,25.277385,83.017797,ac bus,,,22,43,74.86
5800,2015-05-22 18:50:15,25.362645,82.967434,25.262167,82.964692,Ac Bus,,,30,36,100.41
5801,2016-04-19 23:22:37,13.150913,80.206534,13.000947,80.251877,Taxi AC,7.0,15.0,25,27,365.2
5802,2016-12-12 20:33:57,25.315892,83.02213,25.306985,82.965246,Mini bus,,,22,7,63.44
5803,2015-05-20 08:48:51,28.599377,77.064406,28.669007,77.198505,taxi ac,7.0,3.0,10,23,610.69
5804,2016-02-26 01:54:08,19.18217,72.845809,19.071987,72.867275,Ac Bus,,,36,43,60.13
5805,2016-07-15 23:20:13,25.280762,83.003954,25.313477,82.973726,bus,,,21,24,49.84
5806,2016-05-15 08:16:25,22.520458,88.436296,22.516716,88.398813,taxi ac,13.0,19.0,46,26,449.03
5807,2015-10-26 09:10:10,22.666341,88.423176,22.622059,88.392954,Taxi non ac,24.0,5.0,23,16,203.21
5808,2016-02-13 12:23:26,13.070299,80.160062,13.132653,80.143036,Taxi AC,21.0,2.0,31,18,224.66
5809,2015-07-10 18:14:06,19.206121,72.841815,19.253654,72.846111,bus,,,31,40,39.69
5810,2016-04-23 13:42:25,25.291139,83.015008,25.285934,82.986323,Bus,,,9,23,49.7
5811,2016-01-24 04:30:33,22.603975,88.420377,22.564685,88.4375,metro,,,32,3,40.21
5812,2016-03-08 19:38:42,25.325616,82.967428,25.264493,82.96846,Mini Bus,,,37,29,79.47
5813,2015-03-14 06:21:06,13.106687,77.701722,12.951103,77.672171,bus,,,65,41,25.48
5814,2016-06-03 02:51:51,22.696621,88.389002,22.610509,88.380688,Taxi AC,11.0,19.0,42,46,760.42
5815,2015-05-19 16:38:43,22.702067,88.444694,22.503222,88.410255,Bus,,,27,31,37.67
5816,2015-03-04 13:56:04,19.155369,72.856776,19.111321,72.843314,Taxi AC,22.0,19.0,14,32,641.85
5817,2015-11-13 16:43:51,19.062964,72.850083,19.115558,72.861905,taxi Non ac,9.0,0.0,16,30,479.33
5818,2016-12-13 05:41:35,19.140289,72.877092,19.221441,72.862319,taxi ac,25.0,10.0,21,25,555.84
5819,2016-05-01 21:08:07,22.667014,88.395436,22.500013,88.413791,Taxi non ac,12.0,12.0,39,36,513.47
5820,2015-01-02 18:54:05,25.295816,83.01884,25.305756,82.979774,taxi ac,25.0,11.0,7,13,324.55
5821,2015-09-17 20:33:00,12.90194,80.185878,13.039806,80.210077,metro,,,61,33,28.4
5822,2015-08-24 04:59:52,19.236803,72.866421,19.17699,72.854781,Taxi AC,12.0,12.0,15,13,291.36
5823,2015-02-04 00:14:13,19.065129,72.878325,19.251753,72.836184,AUTO RICKSHAW,,,58,36,618.83
5824,2015-05-23 20:23:49,25.263193,83.005869,25.352936,82.968432,AC Bus,,,55,33,91.23
5825,2015-09-14 01:49:22,12.909279,77.550122,13.070369,77.666749,metro,,,25,29,27.0
5826,2016-11-21 20:35:25,19.121656,72.878324,19.247379,72.864588,bus,,,3,18,51.17
5827,2016-09-09 20:44:18,25.38162,83.005091,25.38367,83.011131,AC bus,,,18,46,79.51
5828,2016-05-28 12:50:31,12.998711,77.527549,12.869843,77.483245,metro,,,5,44,36.04
5829,2015-01-01 02:23:50,25.303092,82.965691,25.310792,83.008838,AUTO RICKSHAW,,,62,37,778.41
5830,2016-08-12 15:18:50,13.030152,77.572732,12.861861,77.643349,taxi ac,23.0,8.0,39,28,360.45
5831,2016-11-09 12:35:20,13.02222,80.23815,13.114851,80.236962,Mini Bus,,,39,24,33.9
5832,2015-04-13 11:20:57,22.733945,88.38318,22.548776,88.443072,ac bus,,,19,13,48.6
5833,2016-03-10 22:23:01,12.96876,77.589653,13.053772,77.587722,taxi Non Ac,29.0,5.0,37,25,296.81
5834,2015-01-22 18:53:36,13.198478,80.236814,13.049079,80.216235,metro,,,64,38,32.0
5835,2015-09-15 11:06:26,19.073189,72.881063,19.028458,72.871905,taxi Non Ac,24.0,0.0,21,20,324.39
5836,2016-04-22 20:05:15,19.07294,72.856942,19.120276,72.852119,Mini Bus,,,20,45,54.95
5837,2015-02-19 02:02:55,22.489951,88.443051,22.462653,88.415464,Metro,,,16,26,29.15
5838,2015-02-10 15:35:11,13.05115,80.216792,13.018681,80.175585,metro,,,38,34,29.39
5839,2016-01-13 17:38:27,12.923923,77.520685,12.863964,77.698554,metro,,,7,42,33.43
5840,2016-03-20 19:19:52,13.068991,80.231982,13.202566,80.231115,Ac Bus,,,8,28,39.9
5841,2015-03-17 13:26:06,28.764337,77.118242,28.609191,77.016402,Taxi Non AC,8.0,17.0,36,29,627.02
5842,2016-09-08 01:47:11,13.123958,80.145551,13.114702,80.176326,Bus,,,6,26,26.54
5843,2015-04-21 12:35:20,13.145064,80.169072,12.933324,80.143544,metro,,,28,34,29.29
5844,2016-07-27 12:02:49,25.293125,83.014863,25.351003,83.00193,mini bus,,,0,9,54.45
5845,2015-06-14 23:15:31,13.106334,80.236636,13.097175,80.208483,Mini bus,,,24,35,44.28
5846,2015-09-19 21:40:18,13.109167,77.491218,13.129075,77.704998,Taxi non ac,22.0,5.0,53,42,495.8
5847,2016-09-01 22:01:27,13.042827,77.589743,12.893348,77.702614,Mini bus,,,27,33,45.47
5848,2016-01-01 23:03:40,12.861016,77.70235,12.89285,77.655276,Taxi Non AC,10.0,11.0,69,37,445.25
5849,2015-01-05 12:46:19,22.7351,88.421674,22.616435,88.410104,taxi ac,30.0,13.0,8,24,349.8
5850,2015-06-07 03:10:14,28.656083,77.019591,28.578206,77.153943,AC Bus,,,11,29,85.75
5851,2016-09-17 15:47:15,19.108354,72.848874,19.204886,72.854319,Taxi AC,13.0,6.0,17,27,541.61
5852,2015-02-19 04:31:20,22.449633,88.445001,22.660991,88.422531,taxi non ac,20.0,8.0,0,39,530.31
5853,2015-12-04 19:42:03,25.333355,83.02125,25.387228,83.023526,AC bus,,,11,8,55.54
5854,2016-06-09 21:19:50,19.239508,72.879596,19.198337,72.867016,mini Bus,,,65,42,50.4
5855,2015-03-15 22:33:42,28.573326,76.988761,28.730436,77.064967,mini Bus,,,69,70,65.31
5856,2015-02-17 04:42:35,19.103475,72.851492,19.218987,72.843768,taxi ac,24.0,12.0,47,44,964.62
5857,2016-06-12 07:38:36,12.913435,80.182372,12.892692,80.140579,Bus,,,55,28,27.3
5858,2016-01-13 18:56:08,13.07599,77.480113,12.882925,77.514649,mini Bus,,,25,36,46.79
5859,2015-09-10 10:33:50,19.093233,72.859732,19.014796,72.85973,Ac Bus,,,24,15,64.18
5860,2015-03-16 13:41:13,25.37995,83.023272,25.308695,83.01285,Taxi AC,17.0,19.0,0,44,1051.85
5861,2015-08-06 20:56:56,25.332694,83.015765,25.365084,82.989176,Taxi AC,14.0,15.0,87,46,1222.03
5862,2016-05-26 13:36:17,25.267452,83.019721,25.273739,83.010363,AC bus,,,29,40,70.4
5863,2016-07-25 14:04:47,13.16151,80.242506,13.183053,80.158931,Metro,,,19,28,24.82
5864,2016-10-06 23:06:33,12.916317,77.601151,13.049558,77.544589,Taxi AC,28.0,1.0,38,23,331.05
5865,2016-05-13 16:19:11,28.752448,77.074028,28.594022,77.094498,bus,,,24,31,63.41
5866,2016-04-10 03:18:13,22.484851,88.448459,22.589286,88.393957,AC bus,,,19,21,61.21
5867,2016-05-01 18:41:53,22.548341,88.412548,22.474571,88.399167,Taxi Non AC,30.0,12.0,86,47,607.56
5868,2016-11-11 02:41:30,22.496916,88.400685,22.725948,88.430754,taxi ac,11.0,17.0,39,33,554.01
5869,2016-10-25 05:39:38,22.684104,88.420398,22.45601,88.376503,bus,,,33,45,31.11
5870,2015-03-03 18:17:42,12.923275,80.162499,12.973901,80.21196,Bus,,,29,32,30.12
5871,2016-06-09 22:37:39,28.699764,77.181134,28.582183,77.145908,Taxi AC,23.0,14.0,11,27,742.99
5872,2015-05-28 16:13:55,28.708108,77.048469,28.760305,77.167642,bus,,,39,21,71.81
5873,2016-04-20 21:41:34,12.941623,77.507093,12.952493,77.579893,taxi ac,18.0,1.0,54,29,415.8
5874,2015-09-07 13:24:15,22.729523,88.376001,22.493814,88.378677,Mini bus,,,33,30,49.8
5875,2015-04-21 22:54:44,25.375955,82.996925,25.388898,82.969724,Taxi AC,13.0,18.0,3,2,468.6
5876,2015-08-17 02:48:35,12.937314,80.146408,13.060166,80.237361,mini bus,,,35,33,41.83
5877,2015-07-20 18:37:14,25.378506,82.979435,25.26317,83.007601,ac bus,,,8,44,74.57
5878,2015-03-09 01:40:29,28.671806,77.122536,28.592568,77.089367,bus,,,24,27,55.4
5879,2015-04-11 21:13:04,19.090678,72.884128,19.249037,72.880722,taxi ac,24.0,18.0,5,22,493.86
5880,2015-10-28 19:13:33,19.033026,72.861473,19.014754,72.861136,Bus,,,49,31,49.04
5881,2015-11-12 09:58:10,13.132677,80.158481,12.999725,80.203434,AUTO RICKSHAW,,,66,36,262.19
5882,2016-12-18 19:54:38,13.058494,77.569481,13.046292,77.628379,taxi non Ac,21.0,1.0,34,47,485.24
5883,2015-05-08 18:21:33,25.266398,82.98174,25.261696,82.990634,Taxi AC,19.0,2.0,25,14,365.57
5884,2016-03-18 12:19:06,13.044351,77.473325,12.853757,77.617221,Auto Rickshaw,,,49,30,224.46
5885,2015-07-23 19:01:55,19.128238,72.852364,19.119163,72.853251,Auto Rickshaw,,,10,9,95.6
5886,2015-02-14 13:14:29,25.298359,83.004754,25.287901,82.989355,ac bus,,,8,19,95.43
5887,2016-01-15 21:57:17,28.673464,77.050108,28.744813,77.007166,AUTO RICKSHAW,,,35,36,774.89
5888,2015-02-22 04:00:04,12.901419,77.694925,12.96052,77.642594,Metro,,,35,23,21.92
5889,2015-05-10 17:40:22,22.699297,88.412883,22.582556,88.395929,metro,,,10,22,26.84
5890,2015-02-18 06:55:39,22.706106,88.412577,22.579728,88.397664,ac bus,,,22,31,52.19
5891,2016-08-17 11:35:27,25.281624,83.009698,25.349643,82.99757,Taxi AC,17.0,14.0,41,28,706.79
5892,2015-05-16 23:53:47,12.952361,77.672297,12.9933,77.622749,bus,,,39,21,37.09
5893,2015-04-09 17:39:49,25.308135,82.994512,25.277946,82.995627,taxi ac,27.0,0.0,71,45,1164.82
5894,2016-02-13 20:58:57,13.011525,77.645502,12.869791,77.691439,Mini bus,,,34,42,33.48
5895,2015-01-08 14:13:02,19.132987,72.836604,19.197166,72.872332,metro,,,6,21,34.7
5896,2016-08-03 11:24:16,13.118233,77.699042,13.104398,77.619867,AUTO RICKSHAW,,,27,30,225.53
5897,2016-11-23 10:26:42,12.902536,80.206304,13.150534,80.204092,Bus,,,56,40,23.62
5898,2016-01-15 03:07:31,28.566716,77.157861,28.592212,77.133895,Bus,,,41,27,54.74
5899,2016-10-16 19:09:49,28.660968,76.96365,28.739166,77.033768,Taxi AC,13.0,0.0,61,36,939.67
5900,2016-05-05 02:02:04,13.009994,77.661221,13.092336,77.597966,Bus,,,2,20,34.87
5901,2015-01-13 06:14:30,25.263287,82.989349,25.326578,83.021009,AC bus,,,43,24,77.1
5902,2015-12-11 13:39:00,28.596152,77.227362,28.592278,77.084234,Mini bus,,,33,20,93.48
5903,2016-03-09 17:42:50,25.362304,83.010728,25.322486,82.996214,AC Bus,,,52,31,87.83
5904,2016-11-26 01:09:13,28.660623,77.172716,28.756726,77.225448,Bus,,,37,34,68.04
5905,2016-10-01 13:14:56,19.084706,72.871444,19.073429,72.845415,metro,,,7,5,13.32
5906,2016-06-01 22:56:31,25.279545,82.990612,25.373735,82.96618,taxi non ac,16.0,13.0,51,47,1092.9
5907,2015-03-23 00:04:53,12.848547,77.584746,12.905504,77.66837,Taxi non Ac,27.0,15.0,28,17,208.57
5908,2016-03-19 08:21:07,19.072952,72.837643,19.105888,72.868888,Taxi AC,8.0,4.0,13,43,904.01
5909,2015-02-17 13:10:55,22.682309,88.37953,22.589476,88.385532,Auto Rickshaw,,,42,30,263.65
5910,2015-11-13 10:47:10,22.600532,88.390786,22.652534,88.39719,Bus,,,3,13,29.16
5911,2016-11-15 19:31:27,28.639867,77.025382,28.565655,77.232276,Taxi non Ac,29.0,8.0,30,26,552.03
5912,2015-09-07 18:32:34,13.187187,80.212953,13.02872,80.201348,Taxi AC,17.0,11.0,22,24,296.83
5913,2015-09-04 08:17:05,12.979008,80.197455,12.970076,80.240772,AUTO RICKSHAW,,,20,33,341.68
5914,2016-12-12 14:54:40,28.593351,77.077992,28.559223,77.056886,Ac Bus,,,8,42,73.6
5915,2016-04-05 17:49:01,28.74123,76.961643,28.71412,77.060549,AUTO RICKSHAW,,,40,25,377.81
5916,2016-02-19 19:11:23,12.984951,77.518124,12.853214,77.597489,Taxi AC,29.0,2.0,45,33,434.09
5917,2015-06-06 22:35:38,25.266559,82.977861,25.317649,82.976108,bus,,,10,9,38.58
5918,2016-12-28 07:21:44,22.57634,88.396168,22.650989,88.397843,Auto rickshaw,,,34,38,486.06
5919,2015-05-05 19:37:35,13.013662,80.202938,13.128849,80.198767,Mini bus,,,41,24,33.01
5920,2015-08-21 01:13:39,13.030254,80.207963,13.149746,80.235745,taxi Non Ac,7.0,12.0,50,39,446.22
5921,2016-09-04 11:25:14,19.089206,72.86179,19.094861,72.840779,Mini bus,,,8,10,45.68
5922,2015-05-24 02:10:24,13.138484,77.492495,12.976683,77.47771,Auto Rickshaw,,,52,37,400.78
5923,2016-08-22 08:55:41,25.35922,83.002554,25.273666,82.991074,Bus,,,15,13,49.12
5924,2016-04-12 01:59:05,13.038296,77.613488,12.91214,77.708183,Mini bus,,,22,30,41.67
5925,2015-02-20 12:35:08,28.720219,77.203584,28.704615,77.111085,mini Bus,,,14,15,75.36
5926,2015-01-19 19:51:13,25.347926,82.971391,25.36817,82.988823,auto rickshaw,,,74,39,572.11
5927,2015-01-04 10:31:53,28.628011,77.069806,28.642046,77.127595,metro,,,37,38,68.52
5928,2016-11-06 05:49:16,13.176658,80.1845,13.012226,80.256159,Taxi non Ac,8.0,9.0,28,33,369.4
5929,2015-08-27 17:01:29,25.366478,82.990448,25.364439,83.007039,AUTO RICKSHAW,,,12,17,228.09
5930,2016-12-02 22:25:07,13.077237,77.461203,12.857514,77.627644,mini Bus,,,8,48,36.26
5931,2015-08-15 16:10:02,28.698505,77.127556,28.701559,76.968255,Metro,,,34,19,40.07
5932,2015-08-24 22:53:12,12.857383,77.604608,12.888937,77.67506,Taxi Non AC,29.0,7.0,46,43,512.87
5933,2015-01-13 19:26:40,12.928289,80.194351,13.19663,80.242932,taxi ac,28.0,0.0,0,39,458.06
5934,2015-02-21 22:58:07,13.17932,80.228391,12.90129,80.147987,Auto Rickshaw,,,8,43,532.68
5935,2016-01-06 19:11:35,13.0556,80.218312,13.186236,80.226059,Taxi AC,5.0,17.0,31,23,279.89
5936,2015-11-17 16:26:59,28.569209,76.963002,28.763506,77.210985,Auto rickshaw,,,76,47,860.45
5937,2015-05-15 18:07:06,22.502891,88.409322,22.587823,88.397303,taxi Non Ac,16.0,17.0,10,29,364.88
5938,2015-10-02 13:58:53,13.051071,80.179967,13.139328,80.178862,auto rickshaw,,,32,36,263.99
5939,2016-01-18 07:07:54,28.690567,77.077452,28.737902,77.001185,Metro,,,53,32,57.86
5940,2015-04-03 06:25:08,19.058193,72.836173,,,mini bus,,,9,27,60.76
5941,2016-04-22 12:26:58,22.495117,88.404065,22.736288,88.423447,Taxi non Ac,20.0,11.0,54,34,448.63
5942,2016-04-24 21:14:30,22.707768,88.441844,22.629065,88.4088,Metro,,,33,22,26.67
5943,2015-11-20 11:07:36,22.586841,88.435173,,,AC Bus,,,36,23,44.07
5944,2016-03-13 14:31:30,12.960332,80.137744,13.13021,80.178731,metro,,,7,31,27.48
5945,2016-11-06 18:44:31,13.130248,77.639003,12.962967,77.519443,mini bus,,,47,34,46.47
5946,2016-12-05 14:44:50,13.073805,77.552482,12.987227,77.516674,Auto rickshaw,,,14,45,416.79
5947,2015-06-07 00:23:18,28.676731,77.04823,28.742414,76.972894,metro,,,46,43,67.39
5948,2016-01-06 08:14:23,,,22.586033,88.396838,Taxi non Ac,28.0,15.0,79,46,657.25
5949,2015-12-06 21:48:36,25.27694,82.982517,25.36632,82.977068,AC Bus,,,7,39,101.98
5950,2015-06-10 01:48:13,19.244018,72.853049,19.035082,72.850698,auto rickshaw,,,72,39,665.3
5951,2016-05-26 19:56:25,28.666803,77.199949,28.662256,77.098644,Mini Bus,,,3,14,73.05
5952,2016-12-08 15:16:29,12.88676,80.220303,13.158636,80.174779,Taxi Non AC,1.0,13.0,73,43,452.74
5953,2016-10-21 13:29:22,28.706337,77.233204,28.60018,77.127831,auto rickshaw,,,46,64,570.0
5954,2015-02-12 14:39:53,22.627158,88.438282,22.739754,88.392914,bus,,,4,32,38.18
5955,2016-04-03 07:09:15,28.700448,77.107618,28.685544,76.975427,Taxi Non AC,15.0,11.0,1,36,813.44
5956,2016-07-23 01:39:48,28.657608,77.018517,28.733405,77.14132,taxi ac,14.0,11.0,33,35,976.15
5957,2016-07-04 14:02:19,13.027463,77.477965,12.891724,77.578173,metro,,,28,36,32.22
5958,2015-01-07 19:33:38,12.869337,77.470914,12.907951,77.542754,bus,,,28,15,27.71
5959,2016-02-19 19:20:35,12.886229,80.143635,13.027277,80.252474,AUTO RICKSHAW,,,59,32,233.46
5960,2016-11-24 08:37:38,25.346227,82.99545,25.261942,82.962306,bus,,,9,21,70.45
5961,2015-11-28 04:41:59,25.344472,83.001782,25.364374,83.013731,Taxi AC,3.0,2.0,15,22,604.93
5962,2016-08-09 03:55:33,22.607285,88.422734,22.578446,88.435837,Taxi AC,18.0,10.0,12,10,170.68
5963,2016-10-19 18:54:02,19.037458,72.836768,19.022711,72.880173,metro,,,18,16,27.83
5964,2015-01-24 08:08:14,13.183112,80.145836,12.975258,80.205161,taxi non ac,14.0,8.0,11,36,377.86
5965,2016-01-27 13:21:31,12.938225,77.613301,12.923772,77.659189,metro,,,8,32,28.89
5966,2016-04-28 20:00:01,19.172136,72.847364,19.028421,72.882767,mini bus,,,31,22,78.48
5967,2016-01-23 10:42:48,22.60182,88.402395,22.49041,88.425719,Metro,,,61,38,39.75
5968,2016-08-05 22:25:06,19.119476,72.859741,19.142231,72.881004,Bus,,,3,14,41.29
5969,2015-01-15 23:09:25,13.052771,77.58051,12.928399,77.713312,bus,,,18,48,27.57
5970,2016-07-25 05:05:12,25.262481,82.982492,25.31678,83.001302,taxi non Ac,13.0,0.0,8,43,973.99
5971,2016-11-11 01:14:25,28.768271,77.070359,28.605877,76.994218,Taxi AC,8.0,19.0,35,25,722.87
5972,2015-01-10 12:17:42,13.096899,77.497939,12.955647,77.625129,taxi non ac,28.0,7.0,28,38,401.25
5973,2015-11-08 05:33:11,13.150884,80.243186,13.067815,80.160859,bus,,,51,28,27.26
5974,2015-08-09 09:40:23,22.602681,88.405111,22.516267,88.396011,Taxi Non AC,25.0,0.0,23,27,331.33
5975,2016-11-04 18:44:17,22.612088,88.390484,22.730033,88.406471,taxi ac,13.0,12.0,22,46,693.97
5976,2016-11-11 04:09:50,22.70677,88.422879,22.675546,88.381792,Bus,,,39,44,31.33
5977,2015-12-05 04:27:29,13.03779,77.542531,13.031321,77.684222,Metro,,,22,21,21.85
5978,2016-10-08 07:26:09,22.504409,88.409407,22.652502,88.426116,Ac Bus,,,69,45,45.28
5979,2015-07-25 04:55:51,25.316461,82.963635,25.260424,82.96214,taxi Non ac,30.0,6.0,47,45,1045.89
5980,2015-12-23 05:27:50,28.630898,76.971577,28.620293,77.209582,AC bus,,,20,36,100.09
5981,2015-08-28 09:45:50,19.152068,72.847406,19.130912,72.861409,bus,,,67,44,41.83
5982,2015-01-17 03:52:43,19.14626,72.847791,19.05091,72.879892,Bus,,,0,38,59.89
5983,2016-06-23 14:07:40,12.93396,80.168544,13.056098,80.18298,Metro,,,29,39,33.09
5984,2015-01-05 13:15:15,28.637597,77.140486,28.564618,77.14511,bus,,,48,33,65.74
